species,lon,lat,n,
2268,Vochysia rufa,-50.943889,-11.580278,1
2269,Vochysia rufa,-49.725833,-12.051111,1
2270,Vochysia rufa,-48.749167,-11.735556,1
2271,Vochysia rufa,-48.06,-12.06,1
2272,Vochysia rufa,-46.51361,-11.63917,1
2273,Vochysia rufa,-45.214444,-12.165278,1
2274,Vochysia rufa,-65.75,-11.08333,1
2275,Vochysia rufa,-52.8731,-10.8339,1
2276,Vochysia rufa,-50.6692,-11.2222,1
2277,Vochysia rufa,-48.333333,-10.666667,1
2278,Vochysia rufa,-47.390833,-11.363056,1
2279,Vochysia rufa,-46.906667,-11.128056,1
2280,Vochysia rufa,-49.6,-9.8,1
2281,Vochysia rufa,-48.333333,-10.333333,1
2282,Vochysia rufa,-47.540278,-10.025278,1
2283,Vochysia rufa,-46.476389,-10.205833,1
2284,Vochysia rufa,-62.556667,-8.500006,1
2285,Vochysia rufa,-61.41666,-8.66666,1
2286,Vochysia rufa,-47.52,-9.36,1
2287,Vochysia rufa,-46.064444,-9.341389,1
2288,Vochysia rufa,-42.036389,-9.115,1
2289,Vochysia rufa,-50.1,-8.05,1
2290,Vochysia rufa,-47.42,-7.18,1
2291,Vochysia rufa,-46.663056,-1.163056,1
2292,Vochysia thyrsoidea,-48.78,-27.72,1
2293,Vochysia thyrsoidea,-49.450278,-26.760556,1
2294,Vochysia thyrsoidea,-45.534167,-23.451111,1
2295,Vochysia thyrsoidea,-44.961889,-21.728389,1
2296,Vochysia thyrsoidea,-54.616667,-20.45,1
2297,Vochysia thyrsoidea,-46.634167,-20.940528,1
2298,Vochysia thyrsoidea,-45.3333333,-20.7833333,1
2299,Vochysia thyrsoidea,-44.500569,-21.270161,1
2300,Vochysia thyrsoidea,-43.589444,-20.461389,1
2301,Vochysia thyrsoidea,-46.523194,-20.297861,1
2302,Vochysia thyrsoidea,-46,-20,1
2303,Vochysia thyrsoidea,-44.340972,-20.12,1
2304,Vochysia thyrsoidea,-43.701389,-20.1045,1
2305,Vochysia thyrsoidea,-53.990556,-18.641944,1
2306,Vochysia thyrsoidea,-46.764654,-18.651607,1
2307,Vochysia thyrsoidea,-44.307778,-18.553889,1
2308,Vochysia thyrsoidea,-43.818611,-18.778333,1
2309,Vochysia thyrsoidea,-41.360058,-19.329847,1
2310,Vochysia thyrsoidea,-45.782778,-18.086944,1
2311,Vochysia thyrsoidea,-44.324444,-18.067778,1
2312,Vochysia thyrsoidea,-43.728611,-18.283333,1
2313,Vochysia thyrsoidea,-43.196528,-17.97925,1
2314,Vochysia thyrsoidea,-52.253333,-16.6375,1
2315,Vochysia thyrsoidea,-48.381667,-16.531389,1
2316,Vochysia thyrsoidea,-47.61333,-16.76861,1
2317,Vochysia thyrsoidea,-44.808333,-16.595278,1
2318,Vochysia thyrsoidea,-42.891356,-16.534724,1
2319,Vochysia thyrsoidea,-39.05,-16.433333,1
2320,Vochysia thyrsoidea,-48.881111,-15.779722,1
2321,Vochysia thyrsoidea,-47.9,-15.73,1
2322,Vochysia thyrsoidea,-42.475277,-15.481111,1
2323,Vochysia thyrsoidea,-42.183333,-16.2,1
2324,Vochysia thyrsoidea,-46,-15.364722,1
2325,Vochysia thyrsoidea,-42.692222,-15.373611,1
2326,Vochysia thyrsoidea,-41.875833,-15.106389,1
2327,Vochysia thyrsoidea,-47.50972,-14.1325,1
2328,Vochysia thyrsoidea,-46.998889,-13.832222,1
2329,Vochysia thyrsoidea,-45.921389,-13.719167,1
2330,Vochysia thyrsoidea,-44.197778,-14.234722,1
2331,Vochysia thyrsoidea,-42.483333,-14.116667,1
2332,Vochysia thyrsoidea,-41.879583,-13.540778,1
2333,Vochysia thyrsoidea,-38.99667,-14.27778,1
2334,Vochysia thyrsoidea,-45.75,-13.233333,1
2335,Vochysia thyrsoidea,-43.198056,-13.196944,1
2336,Vochysia thyrsoidea,-41.85,-13.333,1
2337,Vochysia thyrsoidea,-39.526944,-12.77,1
2338,Vochysia thyrsoidea,-38.316667,-12.683333,1
2339,Vochysia thyrsoidea,-48,-12,1
2340,Vochysia thyrsoidea,-45.833056,-12.224167,1
2341,Vochysia thyrsoidea,-44.966667,-12.35,1
2342,Vochysia thyrsoidea,-41.297222,-11.556944,1
2343,Vochysia thyrsoidea,-41.083333,-12.016667,1
2344,Vochysia thyrsoidea,-52.8731,-10.8339,1
2345,Vochysia thyrsoidea,-41.3,-11.33,1
2346,Vochysia thyrsoidea,-40.481944,-11.206667,1
2347,Vochysia thyrsoidea,-40.0025,-11.011667,1
2348,Vochysia thyrsoidea,-37.425,-10.685278,1
2349,Vochysia thyrsoidea,-41.333,-10.367,1
2350,Vochysia thyrsoidea,-40.265833,-10.242778,1
2351,Vochysia thyrsoidea,-40.208305,-10.368555,1
2352,Vochysia thyrsoidea,-36.786389,-9.541361,1
2353,Vochysia thyrsoidea,-36.3825,-9.225,1
2354,Vochysia thyrsoidea,-39.409167,-7.234444,1
2355,Vochysia thyrsoidea,-72.471944,7.134889,1
2356,Vochysia tucanorum,-50.233333,-25.433333,1
2357,Vochysia tucanorum,-57,-25,1
2358,Vochysia tucanorum,-55.11666,-24.96666,1
2359,Vochysia tucanorum,-53.666778,-25.073806,1
2360,Vochysia tucanorum,-47.8811,-24.715,1
2361,Vochysia tucanorum,-55.341421,-23.995827,1
2362,Vochysia tucanorum,-55.1414,-24.231797,1
2363,Vochysia tucanorum,-53.8,-23.516667,1
2364,Vochysia tucanorum,-52.38306,-24.04583,1
2365,Vochysia tucanorum,-50.7411,-23.7275,1
2366,Vochysia tucanorum,-49.6599,-24.1714,1
2367,Vochysia tucanorum,-48.7164,-23.8411,1
2368,Vochysia tucanorum,-48.04972,-23.59028,1
2369,Vochysia tucanorum,-47.076,-23.6928,1
2370,Vochysia tucanorum,-46.207829,-23.484887,1
2371,Vochysia tucanorum,-45.0711,-23.4339,1
2372,Vochysia tucanorum,-58.1689,-23.2025,1
2373,Vochysia tucanorum,-57,-23,1
2374,Vochysia tucanorum,-56,-23,1
2375,Vochysia tucanorum,-53.247611,-23.240861,1
2376,Vochysia tucanorum,-53.113222,-22.722917,1
2377,Vochysia tucanorum,-51.2917,-22.4492,1
2378,Vochysia tucanorum,-51.2346,-22.4837,1
2379,Vochysia tucanorum,-49.4303,-22.6922,1
2380,Vochysia tucanorum,-48.8675,-22.651111,1
2381,Vochysia tucanorum,-47.9139,-22.5486,1
2382,Vochysia tucanorum,-46.695833,-23.355833,1
2383,Vochysia tucanorum,-46.059801,-22.73214,1
2384,Vochysia tucanorum,-45.1761,-22.6136,1
2385,Vochysia tucanorum,-56.48333,-22.1,1
2386,Vochysia tucanorum,-51.566667,-22.016667,1
2387,Vochysia tucanorum,-51.2087,-22.1702,1
2388,Vochysia tucanorum,-49.9451,-21.4,1
2389,Vochysia tucanorum,-48.9604,-22.3233,1
2390,Vochysia tucanorum,-47.8167,-21.6667,1
2391,Vochysia tucanorum,-46.3861,-21.9236,1
2392,Vochysia tucanorum,-46.16666,-21.46666,1
2393,Vochysia tucanorum,-44.98528,-21.72222,1
2394,Vochysia tucanorum,-43.79306,-21.84278,1
2395,Vochysia tucanorum,-42.91,-21.700556,1
2396,Vochysia tucanorum,-59.88,-20.94,1
2397,Vochysia tucanorum,-59,-21,1
2398,Vochysia tucanorum,-54.602207,-20.51327,1
2399,Vochysia tucanorum,-50.4328,-21.2089,1
2400,Vochysia tucanorum,-49.9288,-21.3682,1
2401,Vochysia tucanorum,-48.9072,-21.1858,1
2402,Vochysia tucanorum,-47.7497,-21.1654,1
2403,Vochysia tucanorum,-46.540278,-20.488889,1
2404,Vochysia tucanorum,-45.677688,-21.000562,1
2405,Vochysia tucanorum,-45,-21.333333,1
2406,Vochysia tucanorum,-44.17806,-21.11056,1
2407,Vochysia tucanorum,-54.36,-19.98,1
2408,Vochysia tucanorum,-51.407222,-20.361111,1
2409,Vochysia tucanorum,-49.500278,-20.288333,1
2410,Vochysia tucanorum,-47.3972,-20.2394,1
2411,Vochysia tucanorum,-46.52,-20.316667,1
2412,Vochysia tucanorum,-44.465833,-20.220278,1
2413,Vochysia tucanorum,-43.772778,-19.96,1
2414,Vochysia tucanorum,-52.388889,-18.768611,1
2415,Vochysia tucanorum,-51.448611,-18.720278,1
2416,Vochysia tucanorum,-51.06666,-18.6,1
2417,Vochysia tucanorum,-49.7864,-19.2133,1
2418,Vochysia tucanorum,-48.388889,-19.155556,1
2419,Vochysia tucanorum,-48.073333,-19.106111,1
2420,Vochysia tucanorum,-47.140555,-18.9325,1
2421,Vochysia tucanorum,-44.40417,-19.27444,1
2422,Vochysia tucanorum,-43.65556,-18.44583,1
2423,Vochysia tucanorum,-61.5,-17.5,1
2424,Vochysia tucanorum,-59.5,-18.38,1
2425,Vochysia tucanorum,-52.885556,-17.437778,1
2426,Vochysia tucanorum,-51.8833333,-17.8333333,1
2427,Vochysia tucanorum,-51.156111,-18.125278,1
2428,Vochysia tucanorum,-48.7,-17.716667,1
2429,Vochysia tucanorum,-47.94639,-18.16583,1
2430,Vochysia tucanorum,-46.816667,-17.959444,1
2431,Vochysia tucanorum,-45.78,-18.131667,1
2432,Vochysia tucanorum,-43.705,-18.182222,1
2433,Vochysia tucanorum,-39.708333,-18.091111,1
2434,Vochysia tucanorum,-64.435,-16.7261,1
2435,Vochysia tucanorum,-51.8103,-16.9567,1
2436,Vochysia tucanorum,-50.833333,-17.25,1
2437,Vochysia tucanorum,-48.633333,-16.716667,1
2438,Vochysia tucanorum,-48.0125,-16.7184,1
2439,Vochysia tucanorum,-43.5885,-16.81875,1
2440,Vochysia tucanorum,-42.945722,-16.836556,1
2441,Vochysia tucanorum,-41.686658,-16.421578,1
2442,Vochysia tucanorum,-39.239444,-16.559722,1
2443,Vochysia tucanorum,-55.480366,-15.601926,1
2444,Vochysia tucanorum,-50.040917,-16.007778,1
2445,Vochysia tucanorum,-49.182694,-16.375,1
2446,Vochysia tucanorum,-47.95028,-16.25278,1
2447,Vochysia tucanorum,-47.036389,-15.435833,1
2448,Vochysia tucanorum,-42.731389,-15.579722,1
2449,Vochysia tucanorum,-41.791111,-15.755833,1
2450,Vochysia tucanorum,-60.76666,-14.66666,1
2451,Vochysia tucanorum,-47.5247,-14.7056,1
2452,Vochysia tucanorum,-45.75777778,-15.1225,1
2453,Vochysia tucanorum,-42.64,-15.08,1
2454,Vochysia tucanorum,-40.83917,-14.86611,1
2455,Vochysia tucanorum,-48.3,-13.783333,1
2456,Vochysia tucanorum,-47.610278,-14.174444,1
2457,Vochysia tucanorum,-46.975556,-13.85,1
2458,Vochysia tucanorum,-41.9625,-13.511944,1
2459,Vochysia tucanorum,-40.43056,-13.44111,1
2460,Vochysia tucanorum,-55.929878,-13.163117,1
2461,Vochysia tucanorum,-42.368611,-13.112222,1
2462,Vochysia tucanorum,-41.883333,-13.366667,1
2463,Vochysia tucanorum,-41.2027,-12.5918,1
2464,Vochysia tucanorum,-44.979722,-12.162222,1
2465,Vochysia tucanorum,-41.332778,-12.096111,1
2466,Vochysia tucanorum,-55.523056,-10.992222,1
2467,Vochysia tucanorum,-52.8731,-10.8339,1
2468,Vochysia tucanorum,-55,-10,1
2469,Vochysia tucanorum,-45.019986,-6.697783,1
2470,Vochysia tucanorum,-44.269275,-2.574717,1
