species,lon,lat,n,
1204,Qualea grandiflora,-41.83361,-13.50028,1
1205,Qualea grandiflora,-41,-13.616667,1
1206,Qualea grandiflora,-69.28,-12.85,1
1207,Qualea grandiflora,-67.25,-13.08333,1
1208,Qualea grandiflora,-64.65166,-12.48,1
1209,Qualea grandiflora,-60.124444,-12.711111,1
1210,Qualea grandiflora,-55.438889,-13.081667,1
1211,Qualea grandiflora,-54.443411,-13.0993,1
1212,Qualea grandiflora,-51.8666667,-12.9,1
1213,Qualea grandiflora,-50.496667,-13.119861,1
1214,Qualea grandiflora,-48.306667,-13.271944,1
1215,Qualea grandiflora,-48.226944,-13.043333,1
1216,Qualea grandiflora,-46.959167,-12.902778,1
1217,Qualea grandiflora,-45.75,-13.233333,1
1218,Qualea grandiflora,-45.200556,-12.4925,1
1219,Qualea grandiflora,-42.098333,-13.330556,1
1220,Qualea grandiflora,-41.106667,-13.149167,1
1221,Qualea grandiflora,-71.41666,-11.83333,1
1222,Qualea grandiflora,-70.25,-12,1
1223,Qualea grandiflora,-69.112617,-12.225322,1
1224,Qualea grandiflora,-67.25,-12.16666,1
1225,Qualea grandiflora,-64.3,-12.333333,1
1226,Qualea grandiflora,-64.133333,-11.8825,1
1227,Qualea grandiflora,-56.183333,-12.366667,1
1228,Qualea grandiflora,-50.943889,-11.580278,1
1229,Qualea grandiflora,-49.25,-12.25,1
1230,Qualea grandiflora,-48.669444,-11.913611,1
1231,Qualea grandiflora,-47.7025,-11.693889,1
1232,Qualea grandiflora,-46.568333,-11.808056,1
1233,Qualea grandiflora,-45.6,-11.883333,1
1234,Qualea grandiflora,-44.9901,-12.1528,1
1235,Qualea grandiflora,-43.951111,-12.019444,1
1236,Qualea grandiflora,-42.9,-12.366667,1
1237,Qualea grandiflora,-68.30305556,-10.56444444,1
1238,Qualea grandiflora,-67.6667,-11.3333,1
1239,Qualea grandiflora,-66.73333,-10.76666,1
1240,Qualea grandiflora,-65.4105556,-10.8813889,1
1241,Qualea grandiflora,-56.150278,-10.465556,1
1242,Qualea grandiflora,-52.8731,-10.8339,1
1243,Qualea grandiflora,-50.616667,-10.433333,1
1244,Qualea grandiflora,-49.593611,-10.560833,1
1245,Qualea grandiflora,-48.298056,-10.419444,1
1246,Qualea grandiflora,-47.53583,-10.74417,1
1247,Qualea grandiflora,-46.65,-10.55,1
1248,Qualea grandiflora,-46.133333,-10.55,1
1249,Qualea grandiflora,-44.916667,-11.016667,1
1250,Qualea grandiflora,-67.61666,-10.06666,1
1251,Qualea grandiflora,-65.2225,-9.481653,1
1252,Qualea grandiflora,-55.944056,-9.930694,1
1253,Qualea grandiflora,-55.222667,-9.61875,1
1254,Qualea grandiflora,-52.339239,-9.758878,1
1255,Qualea grandiflora,-48.283333,-10.283333,1
1256,Qualea grandiflora,-48.095833,-10.253611,1
1257,Qualea grandiflora,-45.922778,-10.171667,1
1258,Qualea grandiflora,-45.189167,-10.362778,1
1259,Qualea grandiflora,-74.14,-9.1839,1
1260,Qualea grandiflora,-61.659528,-8.437444,1
1261,Qualea grandiflora,-49.660556,-9.1575,1
1262,Qualea grandiflora,-48.091111,-8.744444,1
1263,Qualea grandiflora,-47.01,-9.28,1
1264,Qualea grandiflora,-45.993233,-8.907433,1
1265,Qualea grandiflora,-44.448611,-9.199167,1
1266,Qualea grandiflora,-63.166667,-7.516667,1
1267,Qualea grandiflora,-49.292222,-8.339444,1
1268,Qualea grandiflora,-47.936389,-7.864722,1
1269,Qualea grandiflora,-46.338889,-7.437778,1
1270,Qualea grandiflora,-46.05,-8.266667,1
1271,Qualea grandiflora,-45.066667,-7.4,1
1272,Qualea grandiflora,-75.996111,-7.36,1
1273,Qualea grandiflora,-48.372222,-7.357222,1
1274,Qualea grandiflora,-47.523889,-7.343056,1
1275,Qualea grandiflora,-47.041528,-7.303722,1
1276,Qualea grandiflora,-45.35,-7.155833,1
1277,Qualea grandiflora,-45.065833,-7.0725,1
1278,Qualea grandiflora,-44.15,-6.639167,1
1279,Qualea grandiflora,-43.024722,-6.756944,1
1280,Qualea grandiflora,-48.919319,-6.287361,1
1281,Qualea grandiflora,-47.466667,-6.233333,1
1282,Qualea grandiflora,-46.26,-5.954722,1
1283,Qualea grandiflora,-46.183,-5.667,1
1284,Qualea grandiflora,-44.91,-5.52,1
1285,Qualea grandiflora,-43.632222,-5.632556,1
1286,Qualea grandiflora,-42.4,-5.92,1
1287,Qualea grandiflora,-41.55,-5.716667,1
1288,Qualea grandiflora,-36.299722,-5.58,1
1289,Qualea grandiflora,-44.46666,-5.23333,1
1290,Qualea grandiflora,-42.2503,-4.786217,1
1291,Qualea grandiflora,-42.052194,-4.863694,1
1292,Qualea grandiflora,-42.378889,-3.863333,1
1293,Qualea grandiflora,-41.706306,-4.146389,1
1294,Qualea grandiflora,-40.918333,-3.836667,1
1295,Qualea grandiflora,-54.919,-2.511,1
1296,Qualea grandiflora,-43.335,-3.234722,1
1297,Qualea grandiflora,-42.417778,-3.361667,1
1298,Qualea grandiflora,-40.883333,-2.933333,1
1299,Qualea grandiflora,-54.25,-1.916667,1
1300,Qualea grandiflora,-54.165556,-2.058056,1
1301,Qualea grandiflora,-47.82,-2.08,1
1302,Qualea grandiflora,-55.5833333,-1.1666667,1
1303,Qualea multiflora,-48.400278,-24.643333,1
1304,Qualea multiflora,-49.543056,-23.575361,1
1305,Qualea multiflora,-48.369278,-23.930333,1
1306,Qualea multiflora,-48.0531,-23.5917,1
1307,Qualea multiflora,-47.1125,-23.523889,1
1308,Qualea multiflora,-58.1689,-23.2025,1
1309,Qualea multiflora,-55.320619,-23.118472,1
1310,Qualea multiflora,-51.3148,-22.4778,1
1311,Qualea multiflora,-50.3694,-22.5989,1
1312,Qualea multiflora,-49.401361,-23.306972,1
1313,Qualea multiflora,-48.7431,-22.8139,1
1314,Qualea multiflora,-47.515278,-22.628333,1
1315,Qualea multiflora,-47.083333,-22.9,1
1316,Qualea multiflora,-45.8869,-23.1794,1
1317,Qualea multiflora,-44.661389,-22.638611,1
1318,Qualea multiflora,-43.7325,-22.72,1
1319,Qualea multiflora,-42.25,-22.5,1
1320,Qualea multiflora,-56.48333,-22.1,1
1321,Qualea multiflora,-52.450556,-22.150278,1
1322,Qualea multiflora,-52.201667,-21.691111,1
1323,Qualea multiflora,-50.9788,-22.3714,1
1324,Qualea multiflora,-49.316667,-22.166667,1
1325,Qualea multiflora,-48.4672,-22.0216,1
1326,Qualea multiflora,-47.8167,-21.6667,1
1327,Qualea multiflora,-47.0047,-21.4678,1
1328,Qualea multiflora,-45.93639,-22.23,1
1329,Qualea multiflora,-44.9852777,-21.7222223,1
1330,Qualea multiflora,-43.7325,-22.353333,1
1331,Qualea multiflora,-43.186944,-22.237778,1
1332,Qualea multiflora,-59.88,-20.94,1
1333,Qualea multiflora,-56.440555,-21.028611,1
1334,Qualea multiflora,-55.483889,-20.451111,1
1335,Qualea multiflora,-54.616667,-20.45,1
1336,Qualea multiflora,-54.017342,-20.975611,1
1337,Qualea multiflora,-51.913,-20.838417,1
1338,Qualea multiflora,-50.348611,-20.926111,1
1339,Qualea multiflora,-49.246389,-20.543611,1
1340,Qualea multiflora,-48.9072,-21.1858,1
1341,Qualea multiflora,-47.37,-21.02,1
1342,Qualea multiflora,-46.38806,-20.86361,1
1343,Qualea multiflora,-45.52,-20.46,1
1344,Qualea multiflora,-44.4575,-21.217778,1
1345,Qualea multiflora,-43.856667,-20.452222,1
1346,Qualea multiflora,-41.90417,-20.52333,1
1347,Qualea multiflora,-55.733333,-20.366944,1
1348,Qualea multiflora,-53.8,-20.116667,1
1349,Qualea multiflora,-52.514722,-20.079167,1
1350,Qualea multiflora,-51.896944,-20.009722,1
1351,Qualea multiflora,-49.504722,-20.321111,1
1352,Qualea multiflora,-47.460278,-20.247778,1
1353,Qualea multiflora,-46.9003,-20.280667,1
1354,Qualea multiflora,-44.674361,-19.437972,1
1355,Qualea multiflora,-43.78,-19.47,1
1356,Qualea multiflora,-57.564419,-19.24911,1
1357,Qualea multiflora,-54.981389,-18.8325,1
1358,Qualea multiflora,-52.573889,-18.428333,1
1359,Qualea multiflora,-51.995278,-18.439444,1
1360,Qualea multiflora,-51.089167,-19.304722,1
1361,Qualea multiflora,-49.268722,-18.400889,1
1362,Qualea multiflora,-48.519444,-18.814722,1
1363,Qualea multiflora,-48.206111,-18.950833,1
1364,Qualea multiflora,-46.993611,-18.944722,1
1365,Qualea multiflora,-44.89889,-18.75833,1
1366,Qualea multiflora,-44.195167,-19.358778,1
1367,Qualea multiflora,-61.5,-17.5,1
1368,Qualea multiflora,-59.68333,-18.33333,1
1369,Qualea multiflora,-59.02583,-17.96472,1
1370,Qualea multiflora,-54.577778,-17.997222,1
1371,Qualea multiflora,-53.305278,-18.238055,1
1372,Qualea multiflora,-52.583333,-17.533333,1
1373,Qualea multiflora,-51.711944,-17.900278,1
1374,Qualea multiflora,-51.22,-17.83,1
1375,Qualea multiflora,-49.605,-17.998889,1
1376,Qualea multiflora,-49.09917,-17.73111,1
1377,Qualea multiflora,-48.135556,-18.011944,1
1378,Qualea multiflora,-46.821944,-17.959444,1
1379,Qualea multiflora,-44.28,-17.69,1
1380,Qualea multiflora,-43.826111,-17.944444,1
1381,Qualea multiflora,-64.435,-16.7261,1
1382,Qualea multiflora,-62.45,-16.6375,1
1383,Qualea multiflora,-62.0417,-16.4344,1
1384,Qualea multiflora,-54.63556,-16.47083,1
1385,Qualea multiflora,-53.35,-17.25,1
1386,Qualea multiflora,-52.666667,-16.45,1
1387,Qualea multiflora,-51.81028,-16.95694,1
1388,Qualea multiflora,-50.833333,-17.25,1
1389,Qualea multiflora,-49.259167,-16.844444,1
1390,Qualea multiflora,-48.6,-16.65,1
1391,Qualea multiflora,-48.023611,-16.515833,1
1392,Qualea multiflora,-46.8727,-17.22555,1
1393,Qualea multiflora,-46,-17,1
1394,Qualea multiflora,-45.116667,-16.75,1
1395,Qualea multiflora,-62,-16,1
1396,Qualea multiflora,-59.390277,-15.706944,1
1397,Qualea multiflora,-58.2955,-16.367111,1
1398,Qualea multiflora,-57.253333,-15.773333,1
1399,Qualea multiflora,-57.207556,-15.64675,1
1400,Qualea multiflora,-56.09667,-15.59611,1
1401,Qualea multiflora,-52.25,-15.916667,1
1402,Qualea multiflora,-51.818889,-15.723056,1
1403,Qualea multiflora,-50.385278,-15.3975,1
1404,Qualea multiflora,-50.15,-15.916667,1
1405,Qualea multiflora,-49.133333,-15.783333,1
1406,Qualea multiflora,-47.83,-15.85,1
1407,Qualea multiflora,-46.433333,-16.083333,1
1408,Qualea multiflora,-45.383333,-16.033333,1
1409,Qualea multiflora,-45.066667,-16.366667,1
1410,Qualea multiflora,-67.526672,-14.44778,1
1411,Qualea multiflora,-61.4922222,-14.5316667,1
1412,Qualea multiflora,-60.3958,-14.8114,1
1413,Qualea multiflora,-59.918333,-14.984722,1
1414,Qualea multiflora,-58.32,-14.58,1
1415,Qualea multiflora,-56.67,-15.18,1
1416,Qualea multiflora,-55.78,-15.37,1
1417,Qualea multiflora,-55.066667,-14.75,1
1418,Qualea multiflora,-52.33,-14.73,1
1419,Qualea multiflora,-52.23,-14.63,1
1420,Qualea multiflora,-49.3666667,-14.95,1
1421,Qualea multiflora,-48.423333,-14.698333,1
1422,Qualea multiflora,-47.762222,-15.094722,1
1423,Qualea multiflora,-47,-15,1
1424,Qualea multiflora,-45.983889,-15.255,1
1425,Qualea multiflora,-45,-15,1
1426,Qualea multiflora,-61.0172,-13.5639,1
1427,Qualea multiflora,-59.855,-13.487222,1
1428,Qualea multiflora,-58.116667,-14.366667,1
1429,Qualea multiflora,-56.5,-13.85,1
1430,Qualea multiflora,-55.4,-14.316667,1
1431,Qualea multiflora,-52.0775,-13.908139,1
1432,Qualea multiflora,-50.76,-13.68,1
1433,Qualea multiflora,-48.333,-13.833,1
1434,Qualea multiflora,-48.233,-13.583,1
1435,Qualea multiflora,-47.131389,-13.680833,1
1436,Qualea multiflora,-44.683333,-13.390833,1
1437,Qualea multiflora,-42.47,-14.06,1
1438,Qualea multiflora,-40.111111,-13.951111,1
1439,Qualea multiflora,-68.8427777,-13.0341666,1
1440,Qualea multiflora,-67.25,-13.08333,1
1441,Qualea multiflora,-64.65166,-12.48,1
1442,Qualea multiflora,-58.86,-13.32,1
1443,Qualea multiflora,-56.433333,-12.816667,1
1444,Qualea multiflora,-55.929878,-13.163117,1
1445,Qualea multiflora,-54.424489,-13.111294,1
1446,Qualea multiflora,-53.1725,-13.026111,1
1447,Qualea multiflora,-51.77,-12.82,1
1448,Qualea multiflora,-50.264722,-13,1
1449,Qualea multiflora,-49.505278,-12.725278,1
1450,Qualea multiflora,-48.566111,-12.854444,1
1451,Qualea multiflora,-48.218888,-13.179166,1
1452,Qualea multiflora,-47.131389,-13.130833,1
1453,Qualea multiflora,-70.25,-12,1
1454,Qualea multiflora,-63.935556,-12.183889,1
1455,Qualea multiflora,-60.408611,-12.298056,1
1456,Qualea multiflora,-51.427778,-11.6975,1
1457,Qualea multiflora,-51.076667,-11.597222,1
1458,Qualea multiflora,-49.86,-12.24,1
1459,Qualea multiflora,-49.057778,-11.77,1
1460,Qualea multiflora,-47.31367,-12.135747,1
1461,Qualea multiflora,-46.637031,-11.784106,1
1462,Qualea multiflora,-45.147222,-12.148611,1
1463,Qualea multiflora,-65.25,-10.73,1
1464,Qualea multiflora,-55.488333,-11.0025,1
1465,Qualea multiflora,-54.466667,-10.416667,1
1466,Qualea multiflora,-52.8731,-10.8339,1
1467,Qualea multiflora,-51.8314,-11.0544,1
1468,Qualea multiflora,-50.5025,-10.475278,1
1469,Qualea multiflora,-49.664444,-10.410556,1
1470,Qualea multiflora,-48.790278,-11.131944,1
1471,Qualea multiflora,-48.14,-10.44,1
1472,Qualea multiflora,-47.21,-10.54,1
1473,Qualea multiflora,-55.8,-9.5,1
1474,Qualea multiflora,-55,-10,1
1475,Qualea multiflora,-52.438333,-9.803611,1
1476,Qualea multiflora,-49.896111,-9.835833,1
1477,Qualea multiflora,-48.28,-10.18,1
1478,Qualea multiflora,-58.556389,-8.937778,1
1479,Qualea multiflora,-49.848333,-9.155556,1
1480,Qualea multiflora,-48.898056,-8.730278,1
1481,Qualea multiflora,-43.919722,-9.18,1
1482,Qualea multiflora,-49.266389,-8.263056,1
1483,Qualea multiflora,-47.4725,-7.425555,1
1484,Qualea multiflora,-45.019986,-6.697783,1
1485,Qualea multiflora,-41.76,-6.299722,1
1486,Qualea multiflora,-43.064722,-4.77,1
1487,Qualea parviflora,-55,-24.33333,1
1488,Qualea parviflora,-48,-23.566667,1
1489,Qualea parviflora,-57.6181,-22.6192,1
1490,Qualea parviflora,-57,-23,1
1491,Qualea parviflora,-56,-23,1
1492,Qualea parviflora,-50.366667,-22.583333,1
1493,Qualea parviflora,-49.0459,-22.6065,1
1494,Qualea parviflora,-46.95,-22.4333,1
1495,Qualea parviflora,-57.6183334,-22.3777778,1
1496,Qualea parviflora,-56.5,-22.13333,1
1497,Qualea parviflora,-53.316667,-22.066667,1
1498,Qualea parviflora,-53.216667,-21.65,1
1499,Qualea parviflora,-50.567694,-21.537611,1
1500,Qualea parviflora,-49.0297,-22.3553,1
1501,Qualea parviflora,-47.578056,-21.612222,1
1502,Qualea parviflora,-47.0047,-21.4678,1
1503,Qualea parviflora,-59.88,-20.94,1
1504,Qualea parviflora,-56.676389,-20.879167,1
1505,Qualea parviflora,-55.625556,-20.439167,1
1506,Qualea parviflora,-54.426944,-20.668472,1
1507,Qualea parviflora,-52.265556,-20.624167,1
1508,Qualea parviflora,-51.723889,-20.815833,1
1509,Qualea parviflora,-50.0875,-20.4222,1
1510,Qualea parviflora,-47.7333333,-20.8,1
1511,Qualea parviflora,-46.420556,-20.653611,1
1512,Qualea parviflora,-46.024167,-20.514167,1
1513,Qualea parviflora,-44.479142,-21.209419,1
1514,Qualea parviflora,-55.733333,-20.366944,1
1515,Qualea parviflora,-55.151944,-19.739722,1
1516,Qualea parviflora,-51.4189,-20.3672,1
1517,Qualea parviflora,-50.189083,-19.760917,1
1518,Qualea parviflora,-47.273056,-20.164444,1
1519,Qualea parviflora,-46.905056,-20.291139,1
1520,Qualea parviflora,-44.674361,-19.437972,1
1521,Qualea parviflora,-43.882778,-19.455278,1
1522,Qualea parviflora,-57.850556,-19.218139,1
1523,Qualea parviflora,-56.783333,-19.066667,1
1524,Qualea parviflora,-55.283333,-18.664167,1
1525,Qualea parviflora,-55.179444,-18.667222,1
1526,Qualea parviflora,-51.995278,-18.439444,1
1527,Qualea parviflora,-49.467778,-19.033333,1
1528,Qualea parviflora,-48.4625,-18.828889,1
1529,Qualea parviflora,-46.802778,-19.104722,1
1530,Qualea parviflora,-45.541944,-18.598056,1
1531,Qualea parviflora,-44.823111,-18.643222,1
1532,Qualea parviflora,-43.666111,-19.226111,1
1533,Qualea parviflora,-42.594722,-19.221389,1
1534,Qualea parviflora,-61.5,-17.5,1
1535,Qualea parviflora,-60.663611,-17.861389,1
1536,Qualea parviflora,-59.683333,-18.333333,1
1537,Qualea parviflora,-57.86666,-18.18333,1
1538,Qualea parviflora,-56.383333,-18.033333,1
1539,Qualea parviflora,-56.051181,-17.901536,1
1540,Qualea parviflora,-55.133333,-17.983333,1
1541,Qualea parviflora,-53.680556,-18.1475,1
1542,Qualea parviflora,-52.416667,-17.433333,1
1543,Qualea parviflora,-51.462222,-18.179167,1
1544,Qualea parviflora,-50.681667,-18.247222,1
1545,Qualea parviflora,-50.0839,-17.6472,1
1546,Qualea parviflora,-48.516667,-17.8,1
1547,Qualea parviflora,-48.022444,-18.011944,1
1548,Qualea parviflora,-47.156666,-17.727777,1
1549,Qualea parviflora,-45.333333,-18.133333,1
1550,Qualea parviflora,-44.73056,-17.59833,1
1551,Qualea parviflora,-44.171667,-17.729167,1
1552,Qualea parviflora,-64.435,-16.7261,1
1553,Qualea parviflora,-62.1091667,-16.4402777,1
1554,Qualea parviflora,-58.4666667,-16.55,1
1555,Qualea parviflora,-56.267,-16.642833,1
1556,Qualea parviflora,-54.579,-16.459528,1
1557,Qualea parviflora,-53.533333,-16.933333,1
1558,Qualea parviflora,-52.666667,-16.45,1
1559,Qualea parviflora,-51.579167,-16.989167,1
1560,Qualea parviflora,-50.627222,-16.992056,1
1561,Qualea parviflora,-49.288737,-16.787429,1
1562,Qualea parviflora,-49.21833,-16.40667,1
1563,Qualea parviflora,-48,-17,1
1564,Qualea parviflora,-47.032222,-17.044167,1
1565,Qualea parviflora,-46.066667,-17.2,1
1566,Qualea parviflora,-45.116667,-16.75,1
1567,Qualea parviflora,-43.283333,-16.416667,1
1568,Qualea parviflora,-42.34306,-16.80444,1
1569,Qualea parviflora,-62,-16,1
1570,Qualea parviflora,-58.306667,-16.356389,1
1571,Qualea parviflora,-57.825028,-16.060667,1
1572,Qualea parviflora,-56.62278,-16.25694,1
1573,Qualea parviflora,-56.083333,-15.766667,1
1574,Qualea parviflora,-54.630322,-15.876186,1
1575,Qualea parviflora,-53.46,-15.84,1
1576,Qualea parviflora,-52.25,-15.883333,1
1577,Qualea parviflora,-52.2,-16.125833,1
1578,Qualea parviflora,-50.383333,-16.183333,1
1579,Qualea parviflora,-50.215,-16.12694,1
1580,Qualea parviflora,-48.9592,-15.8525,1
1581,Qualea parviflora,-48.166667,-15.416667,1
1582,Qualea parviflora,-46.383333,-16.066667,1
1583,Qualea parviflora,-45.803972,-15.430778,1
1584,Qualea parviflora,-45.116667,-16.35,1
1585,Qualea parviflora,-43.380013,-15.839993,1
1586,Qualea parviflora,-42.770278,-15.903889,1
1587,Qualea parviflora,-42.101944,-15.734444,1
1588,Qualea parviflora,-60.39277,-14.80305,1
1589,Qualea parviflora,-60,-15,1
1590,Qualea parviflora,-58.5,-14.833333,1
1591,Qualea parviflora,-56.25,-14.6,1
1592,Qualea parviflora,-55.804167,-15.290278,1
1593,Qualea parviflora,-55,-14.966667,1
1594,Qualea parviflora,-52.333333,-14.75,1
1595,Qualea parviflora,-52.233333,-14.633333,1
1596,Qualea parviflora,-51.066667,-15.3,1
1597,Qualea parviflora,-49.4267,-15.2981,1
1598,Qualea parviflora,-49.05,-14.633333,1
1599,Qualea parviflora,-48,-15,1
1600,Qualea parviflora,-46.249722,-14.830556,1
1601,Qualea parviflora,-46.123306,-14.564722,1
1602,Qualea parviflora,-45,-15,1
1603,Qualea parviflora,-43.003056,-14.972778,1
1604,Qualea parviflora,-60.7666667,-14.35,1
1605,Qualea parviflora,-59.04,-13.68,1
1606,Qualea parviflora,-58.1,-14.333333,1
1607,Qualea parviflora,-56.45,-14.333333,1
1608,Qualea parviflora,-55.339167,-13.55,1
1609,Qualea parviflora,-52.15833,-14.05028,1
1610,Qualea parviflora,-51,-14.366667,1
1611,Qualea parviflora,-50,-14,1
1612,Qualea parviflora,-48.88167,-13.65361,1
1613,Qualea parviflora,-47.637778,-14.066389,1
1614,Qualea parviflora,-47,-14,1
1615,Qualea parviflora,-45.583333,-13.5,1
1616,Qualea parviflora,-44.683333,-13.45,1
1617,Qualea parviflora,-44.2125,-14.231667,1
1618,Qualea parviflora,-42.6,-14.1166667,1
1619,Qualea parviflora,-41.828056,-13.597778,1
1620,Qualea parviflora,-41.15,-13.4,1
1621,Qualea parviflora,-40.082222,-13.596666,1
1622,Qualea parviflora,-67.25,-13.08333,1
1623,Qualea parviflora,-60.347222,-12.521111,1
1624,Qualea parviflora,-60.17,-12.75,1
1625,Qualea parviflora,-56.216667,-12.416667,1
1626,Qualea parviflora,-52.566667,-13.2,1
1627,Qualea parviflora,-51.77,-12.82,1
1628,Qualea parviflora,-50.766667,-13.1,1
1629,Qualea parviflora,-49.771667,-12.561667,1
1630,Qualea parviflora,-48.707222,-12.791389,1
1631,Qualea parviflora,-48.233888,-12.802222,1
1632,Qualea parviflora,-46.95,-12.9,1
1633,Qualea parviflora,-45.621111,-12.596111,1
1634,Qualea parviflora,-45.2044444,-12.4805556,1
1635,Qualea parviflora,-44.235,-13.035833,1
1636,Qualea parviflora,-42.753333,-13.089722,1
1637,Qualea parviflora,-42.083333,-13.316667,1
1638,Qualea parviflora,-41.1,-13.15,1
1639,Qualea parviflora,-67.98333,-11.73333,1
1640,Qualea parviflora,-57.268611,-11.661944,1
1641,Qualea parviflora,-55.7,-11.7,1
1642,Qualea parviflora,-50.976944,-11.575278,1
1643,Qualea parviflora,-49.396111,-12.130556,1
1644,Qualea parviflora,-49.116667,-11.716667,1
1645,Qualea parviflora,-47.7025,-11.693889,1
1646,Qualea parviflora,-46.957222,-12.1675,1
1647,Qualea parviflora,-46,-11.45,1
1648,Qualea parviflora,-44.6175,-12.1575,1
1649,Qualea parviflora,-43.277778,-11.556944,1
1650,Qualea parviflora,-42.691111,-12.025278,1
1651,Qualea parviflora,-37.716389,-12.014167,1
1652,Qualea parviflora,-55.741944,-10.986667,1
1653,Qualea parviflora,-54.43,-10.45,1
1654,Qualea parviflora,-52.8731,-10.8339,1
1655,Qualea parviflora,-50.729167,-11.135555,1
1656,Qualea parviflora,-49.62333,-10.79361,1
1657,Qualea parviflora,-49.18194,-10.44278,1
1658,Qualea parviflora,-47.487222,-10.698333,1
1659,Qualea parviflora,-46.65,-10.55,1
1660,Qualea parviflora,-45.493333,-11.118611,1
1661,Qualea parviflora,-44.352222,-11.128333,1
1662,Qualea parviflora,-43.366417,-10.680167,1
1663,Qualea parviflora,-42.718722,-11.185389,1
1664,Qualea parviflora,-41.408833,-10.408056,1
1665,Qualea parviflora,-39.733333,-10.65,1
1666,Qualea parviflora,-59.3,-9.983333,1
1667,Qualea parviflora,-58.258722,-9.81975,1
1668,Qualea parviflora,-56.814917,-10.346917,1
1669,Qualea parviflora,-54.93278,-10.0575,1
1670,Qualea parviflora,-52.6666667,-9.9,1
1671,Qualea parviflora,-51.866667,-10.183333,1
1672,Qualea parviflora,-51.233333,-10.166667,1
1673,Qualea parviflora,-49.5,-9.72,1
1674,Qualea parviflora,-48.2775,-10.345556,1
1675,Qualea parviflora,-48.216667,-10,1
1676,Qualea parviflora,-46.509444,-10.356444,1
1677,Qualea parviflora,-44.5497222,-9.8380555,1
1678,Qualea parviflora,-43.428333,-10.208889,1
1679,Qualea parviflora,-42.854167,-10.119167,1
1680,Qualea parviflora,-41.217,-10.35,1
1681,Qualea parviflora,-61.7,-8.45,1
1682,Qualea parviflora,-60.876667,-9.104722,1
1683,Qualea parviflora,-57.863056,-9.127222,1
1684,Qualea parviflora,-54.96444,-8.73667,1
1685,Qualea parviflora,-49.623056,-9.156111,1
1686,Qualea parviflora,-48.978333,-8.829444,1
1687,Qualea parviflora,-48.070556,-8.761667,1
1688,Qualea parviflora,-46.7625,-8.692222,1
1689,Qualea parviflora,-45.929722,-9.110833,1
1690,Qualea parviflora,-45.0666667,-9.05,1
1691,Qualea parviflora,-43.5372222,-9.245,1
1692,Qualea parviflora,-42.538644,-8.798772,1
1693,Qualea parviflora,-63.776389,-8.186667,1
1694,Qualea parviflora,-63.17,-7.516667,1
1695,Qualea parviflora,-61.816667,-8.316667,1
1696,Qualea parviflora,-49.266414,-8.262992,1
1697,Qualea parviflora,-47.438333,-7.726389,1
1698,Qualea parviflora,-46.338889,-7.437778,1
1699,Qualea parviflora,-45.666667,-7.4,1
1700,Qualea parviflora,-45.07,-7.4,1
1701,Qualea parviflora,-42.311026,-8.381946,1
1702,Qualea parviflora,-39.348611,-7.407778,1
1703,Qualea parviflora,-38.734722,-7.465,1
1704,Qualea parviflora,-51.905278,-6.388056,1
1705,Qualea parviflora,-48.372222,-7.357222,1
1706,Qualea parviflora,-47.46917,-7.33306,1
1707,Qualea parviflora,-46.99675,-7.232167,1
1708,Qualea parviflora,-45.35,-7.155833,1
1709,Qualea parviflora,-45.07,-7.38,1
1710,Qualea parviflora,-43.524444,-6.833056,1
1711,Qualea parviflora,-41.936389,-7.241944,1
1712,Qualea parviflora,-39.300611,-7.300611,1
1713,Qualea parviflora,-38.870556,-6.852778,1
1714,Qualea parviflora,-36.48,-6.48,1
1715,Qualea parviflora,-50.44,-6.349444,1
1716,Qualea parviflora,-50.121111,-6.354722,1
1717,Qualea parviflora,-48.433333,-6.233333,1
1718,Qualea parviflora,-48.018056,-5.891389,1
1719,Qualea parviflora,-46.66973,-5.597149,1
1720,Qualea parviflora,-44.729167,-6.178333,1
1721,Qualea parviflora,-42.832917,-6.230139,1
1722,Qualea parviflora,-41.5,-5.433333,1
1723,Qualea parviflora,-38.381389,-6.166667,1
1724,Qualea parviflora,-36.299722,-5.58,1
1725,Qualea parviflora,-43.357844,-4.881518,1
1726,Qualea parviflora,-42.67,-5.33,1
1727,Qualea parviflora,-42.071417,-4.865389,1
1728,Qualea parviflora,-40.883333,-4.666667,1
1729,Qualea parviflora,-43.92,-3.6,1
1730,Qualea parviflora,-42.56,-3.499722,1
1731,Qualea parviflora,-41.705556,-4.103889,1
1732,Qualea parviflora,-40.702778,-4.054167,1
1733,Qualea parviflora,-44.302778,-2.529722,1
1734,Qualea parviflora,-44.200972,-3.331722,1
1735,Qualea parviflora,-42.799722,-2.75,1
1736,Qualea parviflora,-42.09,-3.24,1
1737,Qualea parviflora,-40.9166667,-3.0166667,1
1738,Salvertia convallariodora,-47.358139,-23.88158,1
1739,Salvertia convallariodora,-54.615556,-20.508056,1
1740,Salvertia convallariodora,-46.360833,-20.6575,1
1741,Salvertia convallariodora,-54.439167,-20.158056,1
1742,Salvertia convallariodora,-54,-19.44,1
1743,Salvertia convallariodora,-51.749444,-20.125833,1
1744,Salvertia convallariodora,-48.4,-19.9,1
1745,Salvertia convallariodora,-47.4333333,-20.1666667,1
1746,Salvertia convallariodora,-46.843336,-20.346562,1
1747,Salvertia convallariodora,-44.884011,-19.482556,1
